timestamp,frame_id,num_points,point_data
2026-02-13T16:49:19.474,864,5,"[{'x': -3.955264750338846, 'y': 3.7785131602807995, 'z': -1.4318281584715669, 'v': 0.5646711653539234}, {'x': 4.41757173116247, 'y': 5.689832592157681, 'z': -0.4058235389651754, 'v': 0.02983523947114408}, {'x': -2.155661965557545, 'y': 8.999375606932551, 'z': -1.5078951894150139, 'v': 0.05125474102377492}, {'x': 0.3486318485697426, 'y': 0.9005944680235367, 'z': 1.770848977041855, 'v': -0.03982332107134279}, {'x': -2.582969646132426, 'y': 9.345589053000584, 'z': -1.1820170858775736, 'v': -0.062037833608438175}]"
2026-02-13T16:49:20.014,864,5,"[{'x': -0.3324981846113655, 'y': 2.8584012171436166, 'z': 0.15547084985603243, 'v': -0.598749349353284}, {'x': 2.17094583880157, 'y': 7.084988558052855, 'z': -1.8808389239031094, 'v': 0.9360578846681988}, {'x': 2.3036918645760274, 'y': 4.733451738436782, 'z': 1.659165124204423, 'v': 0.033865196245268514}, {'x': 1.6606750527514098, 'y': 2.9570986332612135, 'z': -0.19587764269589947, 'v': 0.04694024857701007}, {'x': 1.1369515722074528, 'y': 9.00135125130197, 'z': 1.0204260687678341, 'v': -0.4381520204717049}]"
2026-02-13T16:49:20.233,864,5,"[{'x': -0.08874243795864434, 'y': 9.825753769677286, 'z': 0.3454228322168582, 'v': -0.16129215370344485}, {'x': -0.5253368300084329, 'y': 3.922232325908672, 'z': -1.4851536682130724, 'v': 0.9959875185639069}, {'x': -1.437402470731619, 'y': 7.656608430827475, 'z': 0.9841529661815027, 'v': -0.45710249025002714}, {'x': 1.5025778935354506, 'y': 0.29782771686388987, 'z': 0.43154826900738374, 'v': -0.1964102940898098}, {'x': 0.8718259635948726, 'y': 8.996260033461999, 'z': -1.8314501526250564, 'v': -0.4088070287453063}]"
2026-02-13T16:49:20.403,864,5,"[{'x': -4.887270448273279, 'y': 4.879976954072994, 'z': 1.708650414646991, 'v': 0.6548456712424613}, {'x': -0.7582631569991429, 'y': 2.1298228286845466, 'z': -0.061024945302313505, 'v': 0.08121506460406613}, {'x': 0.6383839591450542, 'y': 4.8277662637668515, 'z': 1.5615393204752257, 'v': 0.8053877378052834}, {'x': -2.822997433923222, 'y': 9.386141282255004, 'z': 0.7197562387449032, 'v': 0.641276898933614}, {'x': 0.7207248529329027, 'y': 8.991142558751811, 'z': -1.1097891894258156, 'v': -0.8521519017213623}]"
2026-02-13T16:49:20.568,864,5,"[{'x': -2.401177821169612, 'y': 8.296635670051964, 'z': 1.8252287333755892, 'v': -0.3440237159536448}, {'x': 3.435232678109683, 'y': 3.6116046627662266, 'z': 1.3905433549804633, 'v': 0.705073355972677}, {'x': -3.64854572998372, 'y': 1.8856990902600756, 'z': -0.43159623433832817, 'v': 0.8892500590484878}, {'x': 4.878372196661411, 'y': 0.595575549806453, 'z': 0.7614635430194534, 'v': -0.2383255489958327}, {'x': -4.051639590598265, 'y': 7.66560732157839, 'z': 0.5317985392354818, 'v': -0.1017303933094964}]"
2026-02-13T16:49:20.738,896,5,"[{'x': 4.767186793479377, 'y': 0.027861384750710316, 'z': -0.8870100701685586, 'v': 0.09213723390945461}, {'x': -2.705058316643665, 'y': 7.365863030005704, 'z': 0.249668428281546, 'v': 0.7510871053587951}, {'x': 1.7696887451823322, 'y': 6.3780658069541465, 'z': -1.2495324187698915, 'v': -0.012054886435601597}, {'x': 4.563451650868938, 'y': 5.398585623979498, 'z': -0.33091056506120786, 'v': 0.16285292286986053}, {'x': 1.8309643360295365, 'y': 0.9956671199492473, 'z': 1.4845995348848824, 'v': -0.2050849761204263}]"
2026-02-13T16:49:20.882,896,5,"[{'x': 0.593442055862722, 'y': 1.8785376678853993, 'z': -0.6967150395569943, 'v': 0.7107745042171025}, {'x': 4.785669893861025, 'y': 2.020468176497492, 'z': -1.9900930107485841, 'v': 0.6522680699433399}, {'x': 0.9589731079414658, 'y': 6.087819297429081, 'z': 0.5389675475549063, 'v': -0.5262271725097472}, {'x': -3.3710215138228627, 'y': 1.2080804513156684, 'z': 0.7981841027980718, 'v': 0.12428631770851872}, {'x': -0.6603569715595228, 'y': 0.25454718332331816, 'z': 0.17594226686880265, 'v': -0.7229551206900469}]"
2026-02-13T16:49:21.030,864,5,"[{'x': -2.2440480554001194, 'y': 6.138584905171564, 'z': 0.9056348030708077, 'v': 0.6518291233842501}, {'x': -4.639425944531991, 'y': 4.643438335576362, 'z': 1.0877388415182172, 'v': 0.31106784355961015}, {'x': -0.2211093502345216, 'y': 9.794625096520491, 'z': -0.4401030744305241, 'v': -0.1716046736361274}, {'x': -2.584873317713395, 'y': 5.4244155321943435, 'z': 0.3236728374243478, 'v': -0.8617544936182702}, {'x': -2.234307472166739, 'y': 8.838863050878922, 'z': 1.9499585315125043, 'v': -0.8235954397578129}]"
2026-02-13T16:49:21.214,864,5,"[{'x': -2.132354351340955, 'y': 6.060143306842263, 'z': 0.89761099469212, 'v': -0.07775667007947562}, {'x': 3.467641079711081, 'y': 8.741606489063463, 'z': 1.924252791827898, 'v': 0.23948149911109828}, {'x': -3.6093802046112025, 'y': 0.07731408620661129, 'z': -1.9046764290927811, 'v': -0.8994343651798549}, {'x': -1.4360002779336623, 'y': 8.90340080662774, 'z': 0.6121811853198951, 'v': 0.9261797385846953}, {'x': -3.1438302408263965, 'y': 5.775080926221829, 'z': -0.41636503333830444, 'v': -0.4931417663675264}]"
2026-02-13T16:49:21.353,896,5,"[{'x': 3.0980436565152925, 'y': 7.845940749097061, 'z': -1.0617335286723493, 'v': 0.08105447095856122}, {'x': 1.2294806728125076, 'y': 4.794613040978385, 'z': 0.5481962027588008, 'v': -0.03225107539594774}, {'x': -0.7569078248057313, 'y': 2.1372293815295973, 'z': -1.8252502230509373, 'v': -0.7687331789390102}, {'x': -4.011817756387993, 'y': 2.0993810103695107, 'z': -0.7021208562339298, 'v': -0.7897367785599023}, {'x': 0.3460305932762502, 'y': 3.534639519795517, 'z': 0.152051523851906, 'v': -0.4764683805127057}]"
